Approximative variation	  Exact variation 	 The error term  	 Value of Epsilon (uncertainty factor) 

     1.068664e+02  	        1.069908e+02   	  1.243768e-01   		  4  (maturity : 3 months)
     -5.876148e-01  	        1.069908e+02   	  1.075784e+02   		  4  (maturity : 3 months)
     -5.876148e-01  	        1.069908e+02   	  1.075784e+02   		  4  (maturity : 3 months)
     1.068664e+02  	        1.069908e+02   	  1.243769e-01   		  4  (maturity : 3 months)
     1.059008e+02  	        1.069908e+02   	  1.089956e+00   		  4  (maturity : 3 months)
     1.068093e+02  	        1.069908e+02   	  1.815001e-01   		  4  (maturity : 3 months)
     9.451918e+01  	        1.069908e+02   	  1.247161e+01   		  4  (maturity : 3 months)
     1.059008e+02  	        1.069908e+02   	  1.089956e+00   		  4  (maturity : 3 months)
     1.068664e+02  	        1.069908e+02   	  1.243768e-01   		  4  (maturity : 3 months)
     1.074540e+02  	        1.069908e+02   	  -4.632380e-01   		  4  (maturity : 3 months)
     1.068664e+02  	        1.069908e+02   	  1.243768e-01   		  4  (maturity : 3 months)
     1.074540e+02  	        1.069908e+02   	  -4.632380e-01   		  4  (maturity : 3 months)
     5.051585e+01  	        5.005262e+01   	  -4.632380e-01   		  2  (maturity : 3 months)
     2.450246e+01  	        2.403922e+01   	  -4.632380e-01   		  1  (maturity : 3 months)
     -1.171227e+01  	        -1.217551e+01   	  -4.632380e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.229989e+01  	        -1.217551e+01   	  1.243768e-01   		  -5.000000e-01  (maturity : 3 months)
     8.701499e+01  	        -1.217551e+01   	  -9.919050e+01   		  -5.000000e-01  (maturity : 3 months)
     8.645424e+01  	        -1.217551e+01   	  -9.862975e+01   		  -5.000000e-01  (maturity : 3 months)
     -1.229989e+01  	        -1.217551e+01   	  1.243768e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.229989e+01  	        -1.217551e+01   	  1.243768e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.229989e+01  	        -1.217551e+01   	  1.243768e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.229989e+01  	        -1.217551e+01   	  1.243768e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.229989e+01  	        -1.217551e+01   	  1.243768e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.229989e+01  	        -1.217551e+01   	  1.243768e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.852650e+01  	        -1.826936e+01   	  2.571394e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.852650e+01  	        -1.826936e+01   	  2.571394e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.852650e+01  	        -1.826936e+01   	  2.571394e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.852650e+01  	        -1.826936e+01   	  2.571394e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.852650e+01  	        -1.826936e+01   	  2.571394e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.842297e+01  	        -1.809202e+01   	  3.309487e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.842297e+01  	        -1.809202e+01   	  3.309487e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.842297e+01  	        -1.809202e+01   	  3.309487e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.838550e+01  	        -1.802727e+01   	  3.582239e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.838550e+01  	        -1.802727e+01   	  3.582239e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.838550e+01  	        -1.802727e+01   	  3.582239e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.853804e+01  	        -1.828913e+01   	  2.489092e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.853804e+01  	        -1.828913e+01   	  2.489092e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.853804e+01  	        -1.828913e+01   	  2.489092e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.853804e+01  	        -1.828913e+01   	  2.489092e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.853804e+01  	        -1.828913e+01   	  2.489092e-01   		  -5.000000e-01  (maturity : 3 months)
     -1.853804e+01  	        -1.828913e+01   	  2.489092e-01   		  -5.000000e-01  (maturity : 3 months)
